severity	kind	file	target	note
medium	pointer	dot-codex/skills/persona	/home/shovalbe/.claude/skills/persona	whole file is a path to nowhere; basename matches, so this was a link that got flattened
medium	pointer	dot-codex/skills/pii-scrubber	/home/shovalbe/.claude/skills/pii-scrubber	whole file is a path to nowhere; basename matches, so this was a link that got flattened
medium	pointer	dot-codex/skills/premortem	/home/shovalbe/.claude/skills/premortem	whole file is a path to nowhere; basename matches, so this was a link that got flattened
medium	pointer	dot-codex/skills/prod-deploy-rules	/home/shovalbe/.claude/skills/prod-deploy-rules	whole file is a path to nowhere; basename matches, so this was a link that got flattened
medium	pointer	dot-codex/skills/refactor-pre-push	/home/shovalbe/.claude/skills/refactor-pre-push	whole file is a path to nowhere; basename matches, so this was a link that got flattened
medium	pointer	dot-codex/skills/reground	/home/shovalbe/.agents/skills/reground	whole file is a path to nowhere; basename matches, so this was a link that got flattened
medium	pointer	dot-codex/skills/requirement-anchor	/home/shovalbe/.claude/skills/requirement-anchor	whole file is a path to nowhere; basename matches, so this was a link that got flattened
medium	pointer	dot-codex/skills/review	/home/shovalbe/.claude/skills/review	whole file is a path to nowhere; basename matches, so this was a link that got flattened
medium	pointer	dot-codex/skills/testing-pyramid	/home/shovalbe/.claude/skills/testing-pyramid	whole file is a path to nowhere; basename matches, so this was a link that got flattened
medium	pointer	dot-codex/skills/ui-ux-pro-max	/home/shovalbe/.claude/skills/ui-ux-pro-max	whole file is a path to nowhere; basename matches, so this was a link that got flattened
low	doc-ref	dot-agents/skills/azure-keyvault-secrets/SKILL.md:22	~/.codex/bin/codex-secrets-sync	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/blog/SKILL.md:20	/home/shovalbe/work/shoval-style-finetune/voice-fingerprint.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/codex-call/SKILL.md:48	~/.codex/automations/run-codex-automation.sh	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/codex-call/SKILL.md:5	/home/shovalbe/.local/bin/codex	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/codex-call/SKILL.md:88	/home/shovalbe/projects/*	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/coverage-enforcer/SKILL.md:3	~/.codex/hooks/coverage-enforcer.sh	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/deep-research/reference/continuation.md:21	~/.claude/research_output/continuation_state_[report_id	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/deep-research/reference/report-assembly.md:104	~/.claude/research_output/	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/end-session/SKILL.md:104	~/.codex/cache/sessions/YYYY-MM-DD-<project>-session.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/end-session/SKILL.md:128	~/.codex/cache/layer7/.last-curate	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/end-session/SKILL.md:128	~/.codex/cache/sessions.db	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/end-session/SKILL.md:140	~/.codex/cache/resume/<project>-<HHMMSS>.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/end-session/SKILL.md:141	~/.codex/cache/resume-prompt.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/heygen-skills/INSTALL.md:51	~/.claude/skills/heygen-skills	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/heygen-skills/INSTALL_FOR_AGENTS.md:33	~/.claude/skills/heygen-skills	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/heygen-skills/INSTALL_FOR_AGENTS.md:34	~/.codex/skills/heygen-skills	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/heygen-skills/README.md:49	~/.claude/skills/heygen-skills	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/memory-curator/SKILL.md:57	/home/shovalbe/.Codex/cache/sessions.db	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/persona/SKILL.md:52	~/.codex/automations/last-messages/*	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/premortem/SKILL.md:18	~/.codex/automations/prompts/a09-forge-loop-compliance-score.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:21	/home/shovalbe/AGENTS.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:21	/home/shovalbe/.codex/RTK.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:21	/home/shovalbe/.codex/config.toml	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:21	/home/shovalbe/.claude/settings.json	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:21	/home/shovalbe/.claude/settings.local.json	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:22	/home/shovalbe/docs/	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:25	/home/shovalbe/docs/**	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:26	/home/shovalbe/.agents/skills/*/SKILL.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:26	/home/shovalbe/.codex/skills/*/SKILL.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:26	/home/shovalbe/.codex/plugins/cache/**/skills/*/SKILL.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:27	/home/shovalbe/.codex/memories/memory_summary.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:27	/home/shovalbe/.codex/memories/MEMORY.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:28	/home/shovalbe/.claude/jira/reminders.json	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:56	/home/shovalbe/.agents/skills/reground/scripts/reground-snapshot.sh	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:90	/home/shovalbe/docs/README.md	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:90	/home/shovalbe/docs/specs/	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:90	/home/shovalbe/docs/research/	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:90	/home/shovalbe/docs/pipelines/	document names a path that is not on this machine
low	doc-ref	dot-agents/skills/reground/SKILL.md:90	/home/shovalbe/docs/core/	document names a path that is not on this machine
low	doc-ref	dot-claude/agents/eval-row-diagnoser.md:15	~/.claude/research_output/	document names a path that is not on this machine
low	doc-ref	dot-claude/agents/evidence-clerk.md:12	~/.claude/corpus/sources.json	document names a path that is not on this machine
low	doc-ref	dot-claude/agents/evidence-clerk.md:18	~/.claude/corpus/best_practices.sqlite3	document names a path that is not on this machine
low	doc-ref	dot-claude/commands/cdp.md:12	/home/shovalbe/.codex/bin/playwright-mcp-visual	document names a path that is not on this machine
low	doc-ref	dot-claude/commands/cdp.md:15	~/.codex/bin/obscura-cdp	document names a path that is not on this machine
low	doc-ref	dot-claude/commands/commit-push-pr.md:6	~/.agents/skills/commit-push-pr/SKILL.md	document names a path that is not on this machine
low	doc-ref	dot-claude/commands/insights.md:16	/home/shovalbe/.agents/skills/reground/scripts/reground-snapshot.sh	document names a path that is not on this machine
low	doc-ref	dot-claude/commands/insights.md:6	/home/shovalbe/.agents/skills/reground/SKILL.md	document names a path that is not on this machine
low	doc-ref	dot-claude/commands/pickup-reviews.md:13	~/.claude/docs/ENGINEERING_REVIEW_*.md	document names a path that is not on this machine
low	doc-ref	dot-claude/commands/pickup-reviews.md:14	~/.claude/docs/CLAUDEMD_DRIFT_*.md	document names a path that is not on this machine
low	doc-ref	dot-claude/commands/pickup-reviews.md:15	~/.claude/docs/HOT_ZONES_*.md	document names a path that is not on this machine
low	doc-ref	dot-claude/commands/reground.md:16	/home/shovalbe/.agents/skills/reground/scripts/reground-snapshot.sh	document names a path that is not on this machine
low	doc-ref	dot-claude/commands/reground.md:6	/home/shovalbe/.agents/skills/reground/SKILL.md	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/azure-activity-watch/SKILL.md:14	~/.claude/projects/-home-shovalbe/memory/project_yasha_stop_incident.md	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/blog/SKILL.md:20	/home/shovalbe/work/shoval-style-finetune/voice-fingerprint.md	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/coverage-enforcer/SKILL.md:3	~/.codex/hooks/coverage-enforcer.sh	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/dispatch/SKILL.md:3	~/.claude/cache/a2a/audit.jsonl	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/jira-read/SKILL.md:31	~/.claude/skills/jira-read/jira_read.py	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/jira-read/SKILL.md:53	~/.claude/jira/reminders.json	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/meeting-notes/SKILL.md:90	~/.claude/projects/-home-shovalbe/memory/	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/persona/SKILL.md:52	~/.claude/docs/*	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/persona/SKILL.md:52	~/.codex/automations/last-messages/*	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/pii-scrubber/SKILL.md:130	~/.claude/bin/pii-scrub.py	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/pii-scrubber/SKILL.md:162	~/.claude/hooks/pii-scrubber-hook.sh	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/premortem/SKILL.md:18	~/.codex/automations/prompts/a09-forge-loop-compliance-score.md	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/refactor-pre-push/SKILL.md:37	~/.claude/docs/HOT_ZONES_*.md	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/review/SKILL.md:208	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-claude/skills/testing-pyramid/SKILL.md:229	~/.claude/skills/tdd-slice-planner/SKILL.md	document names a path that is not on this machine
low	doc-ref	dot-codex/AGENTS.md:1	/home/shovalbe/.codex/RTK.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/README.md:11	/home/shovalbe/shoval.be@i-sdd.com.pst	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/README.md:25	~/.codex/automations/run-codex-automation.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/README.md:5	~/.claude/docs/CODEX_AUTOMATIONS_PROPOSAL.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260517T172435Z.md:3	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-05-17.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260517T180001Z.md:18	~/.claude/projects/-home-shovalbe/memory/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260517T180001Z.md:3	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-05-17.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260524T172250Z.md:1	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-05-24.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260524T180001Z.md:1	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-05-24.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260531T173012Z.md:15	~/.claude/cache/sessions.db	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260531T173012Z.md:17	~/.claude/projects/-home-shovalbe/memory/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260531T173012Z.md:5	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-05-31.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260531T180001Z.md:3	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-05-31.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260607T063017Z.md:3	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-06-07.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260614T063059Z.md:3	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-06-14.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260621T063022Z.md:3	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-06-21.md	document names a path that is not on this machine
